Airline,Origin,Dest,typical_distance
DL,SLC,MKE,1247.0
DL,SLC,MSN,1174.0
DL,SLC,MSO,436.0
DL,SLC,MSP,991.0
DL,SLC,MSY,1428.0
DL,SLC,OAK,588.0
DL,SLC,OGG,2935.0
DL,SLC,ONT,558.0
DL,SLC,ORD,1250.0
DL,SLC,PDX,630.0
DL,SLC,PHL,1927.0
DL,SLC,PHX,507.0
DL,SLC,PIT,1660.0
DL,SLC,PSC,521.0
DL,SLC,PSP,541.0
DL,SLC,RDU,1823.0
DL,SLC,RNO,422.0
DL,SLC,SAN,626.0
DL,SLC,SAT,1087.0
DL,SLC,SBA,615.0
DL,SLC,SDF,1409.0
DL,SLC,SEA,689.0
DL,SLC,SFO,599.0
DL,SLC,SJC,584.0
DL,SLC,SMF,532.0
DL,SLC,SNA,588.0
DL,SLC,STL,1156.0
DL,SLC,TPA,1888.0
DL,SLC,TUL,926.0
DL,SMF,ATL,2092.0
DL,SMF,DTW,2013.0
DL,SMF,MSP,1517.0
DL,SMF,SEA,605.0
DL,SMF,SLC,532.0
DL,SNA,ATL,1919.0
DL,SNA,DTW,1960.0
DL,SNA,MSP,1522.0
DL,SNA,SEA,978.0
DL,SNA,SLC,588.0
DL,SRQ,ATL,444.0
DL,SRQ,DTW,1022.0
DL,SRQ,LGA,1047.0
DL,SRQ,MSP,1342.0
DL,STL,ATL,484.0
DL,STL,DTW,440.0
DL,STL,MSP,448.0
DL,STL,SLC,1156.0
DL,STT,ATL,1599.0
DL,STT,JFK,1623.0
DL,STX,ATL,1638.0
DL,SYR,ATL,794.0
DL,SYR,DTW,374.0
DL,TLH,ATL,223.0
DL,TPA,ATL,406.0
DL,TPA,AUS,928.0
DL,TPA,BOS,1185.0
DL,TPA,CVG,773.0
DL,TPA,DTW,983.0
DL,TPA,JFK,1005.0
DL,TPA,LAX,2158.0
DL,TPA,LGA,1010.0
DL,TPA,MSP,1306.0
DL,TPA,RDU,587.0
DL,TPA,SEA,2520.0
DL,TPA,SLC,1888.0
DL,TRI,ATL,227.0
DL,TUL,ATL,674.0
DL,TUL,SLC,926.0
DL,TUS,ATL,1541.0
DL,TUS,MSP,1298.0
DL,TUS,SEA,1216.0
DL,TVC,ATL,769.0
DL,TVC,DTW,207.0
DL,TVC,LGA,655.0
DL,TVC,MSP,376.0
DL,TYS,ATL,152.0
DL,TYS,OKC,766.0
DL,VPS,ATL,250.0
DL,VPS,MSP,1058.0
DL,XNA,ATL,589.0
F9,ATL,AUS,813.0
F9,ATL,BDL,859.0
F9,ATL,BOS,946.0
F9,ATL,BUF,712.0
F9,ATL,BWI,577.0
F9,ATL,CLE,554.0
F9,ATL,CVG,373.0
F9,ATL,DEN,1199.0
F9,ATL,DFW,731.0
F9,ATL,DTW,594.0
F9,ATL,EWR,746.0
F9,ATL,FLL,581.0
F9,ATL,GRR,640.0
F9,ATL,IAD,534.0
F9,ATL,IAH,689.0
F9,ATL,ISP,795.0
F9,ATL,JFK,760.0
F9,ATL,LAS,1747.0
F9,ATL,LAX,1947.0
F9,ATL,LGA,762.0
F9,ATL,MCO,404.0
F9,ATL,MDW,591.0
F9,ATL,MIA,594.0
F9,ATL,MSP,907.0
F9,ATL,MSY,425.0
F9,ATL,ORD,606.0
F9,ATL,ORF,516.0
F9,ATL,PHL,666.0
F9,ATL,PHX,1587.0
F9,ATL,PIT,526.0
F9,ATL,RDU,356.0
F9,ATL,SAN,1892.0
F9,ATL,SAT,874.0
F9,ATL,SFO,2139.0
F9,ATL,SJU,1547.0
F9,ATL,SLC,1590.0
F9,ATL,SYR,794.0
F9,ATL,TPA,406.0
F9,ATL,TTN,701.0
F9,AUS,ATL,813.0
F9,AUS,CLE,1174.0
F9,AUS,DEN,775.0
F9,AUS,DFW,190.0
F9,AUS,LAS,1090.0
F9,BDL,ATL,859.0
F9,BDL,MCO,1050.0
F9,BDL,RDU,532.0
F9,BDL,SJU,1666.0
F9,BDL,TPA,1111.0
F9,BMI,DEN,834.0
F9,BNA,DEN,1014.0
F9,BNA,DFW,631.0
F9,BNA,MCO,616.0
F9,BNA,ORD,409.0
F9,BNA,PHL,675.0
F9,BNA,PHX,1449.0
F9,BOS,ATL,946.0
F9,BOS,CLT,728.0
F9,BOS,CVG,752.0
F9,BOS,DFW,1562.0
F9,BOS,MCO,1121.0
F9,BOS,MIA,1258.0
F9,BOS,PHL,280.0
F9,BOS,RDU,612.0
F9,BOS,SJU,1674.0
F9,BOS,TPA,1185.0
F9,BQN,MCO,1129.0
F9,BQN,TPA,1175.0
F9,BTV,MCO,1194.0
F9,BTV,TPA,1250.0
F9,BUF,ATL,712.0
F9,BUF,CLT,546.0
F9,BUF,DEN,1359.0
F9,BUF,MCO,1011.0
F9,BUF,PHL,279.0
F9,BUF,RDU,487.0
F9,BUF,RSW,1144.0
F9,BUF,TPA,1053.0
F9,BUR,DEN,850.0
F9,BUR,PHX,369.0
F9,BUR,SFO,326.0
F9,BWI,ATL,577.0
F9,BWI,CLE,314.0
F9,BWI,CLT,361.0
F9,BWI,DEN,1491.0
F9,BWI,DFW,1217.0
F9,BWI,DTW,409.0
F9,BWI,MCO,787.0
F9,BWI,MDW,611.0
F9,BWI,MIA,946.0
F9,BWI,PHX,1999.0
F9,BWI,SJU,1565.0
F9,BWI,TPA,842.0
F9,CHS,CLE,595.0
F9,CHS,PHL,550.0
F9,CID,DEN,692.0
F9,CID,MCO,1097.0
F9,CLE,ATL,554.0
F9,CLE,AUS,1174.0
F9,CLE,BWI,314.0
F9,CLE,CHS,595.0
F9,CLE,CLT,430.0
F9,CLE,DCA,310.0
F9,CLE,DEN,1201.0
F9,CLE,DFW,1021.0
F9,CLE,FLL,1062.0
F9,CLE,IAH,1091.0
F9,CLE,JAX,753.0
F9,CLE,LAS,1824.0
F9,CLE,LGA,419.0
F9,CLE,MCO,895.0
F9,CLE,MIA,1080.0
F9,CLE,MSP,622.0
F9,CLE,MSY,917.0
F9,CLE,MYR,557.0
F9,CLE,PBI,1020.0
F9,CLE,PHL,363.0
F9,CLE,PHX,1737.0
F9,CLE,PNS,811.0
F9,CLE,RDU,416.0
F9,CLE,RSW,1025.0
F9,CLE,SAV,641.0
F9,CLE,SJU,1839.0
F9,CLE,SLC,1565.0
F9,CLE,SRQ,967.0
F9,CLE,TPA,927.0
F9,CLT,BOS,728.0
F9,CLT,BUF,546.0
F9,CLT,BWI,361.0
F9,CLT,CLE,430.0
F9,CLT,CVG,335.0
F9,CLT,DEN,1337.0
F9,CLT,DFW,936.0
F9,CLT,IAH,912.0
F9,CLT,LAS,1916.0
F9,CLT,LGA,544.0
F9,CLT,MCO,468.0
F9,CLT,MIA,650.0
F9,CLT,ORD,599.0
F9,CLT,PHL,449.0
F9,CLT,SJU,1475.0
F9,CLT,TTN,484.0
F9,CMH,DEN,1154.0
F9,CMH,MCO,802.0
F9,CMH,MSY,806.0
F9,CMH,PHL,406.0
F9,CVG,ATL,373.0
F9,CVG,BOS,752.0
F9,CVG,CLT,335.0
F9,CVG,DEN,1069.0
F9,CVG,DFW,812.0
F9,CVG,FLL,932.0
F9,CVG,IAH,871.0
F9,CVG,LAS,1678.0
F9,CVG,LGA,585.0
F9,CVG,MCO,757.0
F9,CVG,MDW,249.0
F9,CVG,MIA,948.0
F9,CVG,MSP,596.0
F9,CVG,PBI,892.0
F9,CVG,PHL,507.0
F9,CVG,PHX,1569.0
F9,CVG,PNS,608.0
F9,CVG,PWM,810.0
F9,CVG,RDU,390.0
F9,CVG,RSW,879.0
F9,CVG,SRQ,812.0
F9,CVG,TPA,773.0
F9,DCA,DEN,1476.0
F9,DEN,ATL,1199.0
F9,DEN,AUS,775.0
F9,DEN,BMI,834.0
F9,DEN,BNA,1014.0
F9,DEN,BUF,1359.0
F9,DEN,BUR,850.0
F9,DEN,BWI,1491.0
F9,DEN,CID,692.0
F9,DEN,CLE,1201.0
F9,DEN,CLT,1337.0
F9,DEN,CMH,1154.0
F9,DEN,CVG,1069.0
F9,DEN,DCA,1476.0
F9,DEN,DFW,641.0
F9,DEN,DSM,589.0
F9,DEN,DTW,1123.0
F9,DEN,EGE,120.0
F9,DEN,ELP,563.0
F9,DEN,FAR,627.0
F9,DEN,FSD,483.0
F9,DEN,GRB,905.0
F9,DEN,GRR,1015.0
F9,DEN,HOU,883.0
F9,DEN,IAH,862.0
F9,DEN,IND,977.0
F9,DEN,JAX,1447.0
F9,DEN,LAS,628.0
F9,DEN,LAX,862.0
F9,DEN,LGA,1620.0
F9,DEN,LIT,771.0
F9,DEN,MCI,533.0
F9,DEN,MCO,1546.0
F9,DEN,MDW,895.0
F9,DEN,MEM,872.0
F9,DEN,MIA,1709.0
F9,DEN,MKE,896.0
F9,DEN,MSN,826.0
F9,DEN,MSO,679.0
F9,DEN,MSP,680.0
F9,DEN,MSY,1062.0
F9,DEN,OKC,495.0
F9,DEN,OMA,472.0
F9,DEN,ONT,819.0
F9,DEN,ORD,888.0
F9,DEN,ORF,1553.0
F9,DEN,PDX,991.0
F9,DEN,PHL,1558.0
F9,DEN,PHX,602.0
F9,DEN,PIT,1290.0
F9,DEN,PNS,1179.0
F9,DEN,PSP,776.0
F9,DEN,RDU,1436.0
F9,DEN,RSW,1607.0
F9,DEN,SAN,853.0
F9,DEN,SAT,794.0
F9,DEN,SAV,1414.0
F9,DEN,SEA,1024.0
F9,DEN,SFO,967.0
F9,DEN,SJC,948.0
F9,DEN,SLC,391.0
F9,DEN,SMF,909.0
F9,DEN,SNA,846.0
F9,DEN,STL,770.0
F9,DEN,SYR,1492.0
F9,DEN,TPA,1506.0
F9,DEN,TYS,1162.0
F9,DEN,XNA,616.0
F9,DFW,ATL,731.0
F9,DFW,BNA,631.0
F9,DFW,BOS,1562.0
F9,DFW,BWI,1217.0
F9,DFW,CLE,1021.0
F9,DFW,CLT,936.0
F9,DFW,CVG,812.0
F9,DFW,DEN,641.0
F9,DFW,DTW,986.0
F9,DFW,EGE,721.0
F9,DFW,GRR,931.0
F9,DFW,IAH,224.0
F9,DFW,IND,761.0
F9,DFW,JAX,918.0
F9,DFW,LAS,1055.0
F9,DFW,LAX,1235.0
F9,DFW,LGA,1389.0
F9,DFW,MCO,985.0
F9,DFW,MDW,797.0
F9,DFW,MIA,1121.0
F9,DFW,MSP,852.0
F9,DFW,OMA,583.0
F9,DFW,ONT,1188.0
F9,DFW,ORD,802.0
F9,DFW,PDX,1616.0
F9,DFW,PHL,1303.0
F9,DFW,PHX,868.0
F9,DFW,PIT,1067.0
F9,DFW,RDU,1061.0
F9,DFW,RSW,1017.0
F9,DFW,SAN,1171.0
F9,DFW,SEA,1660.0
F9,DFW,SFO,1464.0
F9,DFW,SJU,2165.0
F9,DFW,SLC,989.0
F9,DFW,SMF,1431.0
F9,DFW,SNA,1205.0
F9,DFW,STL,550.0
F9,DFW,TPA,929.0
F9,DSM,DEN,589.0
F9,DSM,MCO,1141.0
F9,DTW,ATL,594.0
F9,DTW,BWI,409.0
F9,DTW,DEN,1123.0
F9,DTW,DFW,986.0
F9,DTW,LAS,1749.0
F9,DTW,MCO,957.0
F9,DTW,PHL,453.0
F9,DTW,PHX,1671.0
F9,DTW,RDU,501.0
F9,DTW,RSW,1084.0
F9,DTW,SFO,2079.0
F9,DTW,TPA,983.0
F9,EGE,DEN,120.0
F9,EGE,DFW,721.0
F9,EGE,SFO,847.0
F9,ELP,DEN,563.0
F9,ELP,LAS,583.0
F9,ELP,MCO,1516.0
F9,ELP,ONT,670.0
F9,ELP,SAN,636.0
F9,EWR,ATL,746.0
F9,EWR,SJU,1608.0
F9,FAR,DEN,627.0
F9,FAR,MCO,1526.0
F9,FLL,ATL,581.0
F9,FLL,CLE,1062.0
F9,FLL,CVG,932.0
F9,FLL,ISP,1092.0
F9,FLL,PHL,992.0
F9,FLL,SJU,1046.0
F9,FLL,TTN,1026.0
F9,FSD,DEN,483.0
F9,GRB,DEN,905.0
F9,GRB,MCO,1169.0
F9,GRR,ATL,640.0
F9,GRR,DEN,1015.0
F9,GRR,DFW,931.0
F9,GRR,MCO,1024.0
F9,GRR,RSW,1147.0
F9,GRR,TPA,1041.0
F9,HOU,DEN,883.0
F9,HOU,MCO,849.0
F9,IAD,ATL,534.0
F9,IAD,BWI,45.0
F9,IAD,MCO,758.0
F9,IAD,TPA,811.0
F9,IAH,ATL,689.0
F9,IAH,CLE,1091.0
F9,IAH,CLT,912.0
F9,IAH,CVG,871.0
F9,IAH,DEN,862.0
F9,IAH,DFW,224.0
F9,IAH,LAS,1222.0
F9,IAH,LAX,1379.0
F9,IAH,MCO,854.0
F9,IAH,MDW,917.0
F9,IAH,MIA,964.0
F9,IAH,ONT,1334.0
F9,IAH,ORD,925.0
F9,IAH,PHX,1009.0
F9,IAH,RDU,1042.0
F9,IND,DEN,977.0
F9,IND,DFW,761.0
F9,IND,MCO,829.0
F9,IND,MSY,707.0
F9,IND,PHL,588.0
F9,IND,RDU,489.0
F9,ISP,ATL,795.0
F9,ISP,FLL,1092.0
F9,ISP,MCO,971.0
F9,ISP,MYR,586.0
F9,ISP,PBI,1052.0
F9,ISP,RSW,1101.0
F9,ISP,TPA,1034.0
F9,JAX,CLE,753.0
F9,JAX,DEN,1447.0
F9,JAX,DFW,918.0
F9,JAX,PHL,742.0
F9,JAX,SJU,1288.0
F9,JFK,ATL,760.0
F9,JFK,LAS,2248.0
F9,JFK,MCO,944.0
F9,JFK,SJU,1598.0
F9,JFK,TPA,1005.0
F9,LAS,ATL,1747.0
F9,LAS,AUS,1090.0
F9,LAS,CLE,1824.0
F9,LAS,CLT,1916.0
F9,LAS,CVG,1678.0
F9,LAS,DEN,628.0
F9,LAS,DFW,1055.0
F9,LAS,DTW,1749.0
F9,LAS,ELP,583.0
F9,LAS,IAH,1222.0
F9,LAS,JFK,2248.0
F9,LAS,LAX,236.0
F9,LAS,MCO,2039.0
F9,LAS,MDW,1521.0
F9,LAS,MKE,1524.0
F9,LAS,OKC,986.0
F9,LAS,OMA,1099.0
F9,LAS,ONT,197.0
F9,LAS,ORD,1514.0
F9,LAS,PDX,763.0
F9,LAS,PHL,2176.0
F9,LAS,PHX,255.0
F9,LAS,SAN,258.0
F9,LAS,SAT,1069.0
F9,LAS,SEA,867.0
F9,LAS,SFO,414.0
F9,LAS,SJC,386.0
F9,LAS,SLC,368.0
F9,LAS,SMF,397.0
F9,LAS,SNA,226.0
F9,LAS,STL,1371.0
F9,LAS,TPA,1984.0
F9,LAX,ATL,1947.0
F9,LAX,DEN,862.0
F9,LAX,DFW,1235.0
F9,LAX,IAH,1379.0
F9,LAX,LAS,236.0
F9,LAX,PDX,834.0
F9,LAX,PHX,370.0
F9,LAX,SEA,954.0
F9,LAX,SFO,337.0
F9,LAX,SJC,308.0
F9,LAX,SLC,590.0
F9,LAX,SMF,373.0
F9,LGA,ATL,762.0
F9,LGA,CLE,419.0
F9,LGA,CLT,544.0
F9,LGA,CVG,585.0
F9,LGA,DEN,1620.0
F9,LGA,DFW,1389.0
F9,LGA,MCO,950.0
F9,LGA,MIA,1096.0
F9,LGA,RDU,431.0
F9,LIT,DEN,771.0
F9,MCI,DEN,533.0
F9,MCI,PHL,1038.0
F9,MCI,PHX,1044.0
F9,MCO,ATL,404.0
F9,MCO,BDL,1050.0
F9,MCO,BNA,616.0
F9,MCO,BOS,1121.0
F9,MCO,BQN,1129.0
F9,MCO,BTV,1194.0
F9,MCO,BUF,1011.0
F9,MCO,BWI,787.0
F9,MCO,CID,1097.0
F9,MCO,CLE,895.0
F9,MCO,CLT,468.0
F9,MCO,CMH,802.0
F9,MCO,CVG,757.0
F9,MCO,DEN,1546.0
F9,MCO,DFW,985.0
F9,MCO,DSM,1141.0
F9,MCO,DTW,957.0
F9,MCO,ELP,1516.0
F9,MCO,FAR,1526.0
F9,MCO,GRB,1169.0
F9,MCO,GRR,1024.0
F9,MCO,HOU,849.0
F9,MCO,IAD,758.0
F9,MCO,IAH,854.0
F9,MCO,IND,829.0
F9,MCO,ISP,971.0
F9,MCO,JFK,944.0
F9,MCO,LAS,2039.0
F9,MCO,LGA,950.0
F9,MCO,MDT,851.0
F9,MCO,MDW,990.0
F9,MCO,MEM,684.0
F9,MCO,MKE,1066.0
F9,MCO,MSN,1109.0
F9,MCO,MSP,1310.0
F9,MCO,MSY,551.0
F9,MCO,OMA,1211.0
F9,MCO,ONT,2171.0
F9,MCO,ORD,1005.0
F9,MCO,ORF,655.0
F9,MCO,PHL,861.0
F9,MCO,PHX,1849.0
F9,MCO,PIT,834.0
F9,MCO,PSE,1179.0
F9,MCO,PWM,1214.0
F9,MCO,RDU,534.0
F9,MCO,SAT,1041.0
F9,MCO,SJU,1189.0
F9,MCO,STL,882.0
F9,MCO,STX,1282.0
F9,MCO,SYR,1053.0
F9,MCO,TTN,896.0
F9,MCO,TYS,532.0
F9,MCO,XNA,932.0
F9,MDT,MCO,851.0
F9,MDW,ATL,591.0
F9,MDW,BWI,611.0
F9,MDW,DEN,895.0
F9,MDW,DFW,797.0
F9,MDW,IAH,917.0
F9,MDW,LAS,1521.0
F9,MDW,MCO,990.0
F9,MDW,MIA,1182.0
F9,MDW,PHL,668.0
F9,MDW,PHX,1444.0
F9,MDW,RDU,632.0
F9,MDW,SFO,1855.0
F9,MDW,SJU,2057.0
F9,MDW,TPA,997.0
F9,MEM,DEN,872.0
F9,MEM,MCO,684.0
F9,MIA,ATL,594.0
F9,MIA,BOS,1258.0
F9,MIA,BWI,946.0
F9,MIA,CLE,1080.0
F9,MIA,CLT,650.0
F9,MIA,CVG,948.0
F9,MIA,DEN,1709.0
F9,MIA,DFW,1121.0
F9,MIA,IAH,964.0
F9,MIA,LGA,1096.0
F9,MIA,MDW,1182.0
F9,MIA,PHL,1013.0
F9,MIA,RDU,700.0
F9,MIA,SJU,1045.0
F9,MKE,DEN,896.0
F9,MKE,LAS,1524.0
F9,MKE,MCO,1066.0
F9,MKE,PHL,690.0
F9,MKE,RDU,689.0
F9,MKE,RSW,1183.0
F9,MSN,DEN,826.0
F9,MSN,MCO,1109.0
F9,MSO,DEN,679.0
F9,MSO,PHX,937.0
F9,MSP,ATL,907.0
F9,MSP,CLE,622.0
F9,MSP,CVG,596.0
F9,MSP,DEN,680.0
F9,MSP,DFW,852.0
F9,MSP,MCO,1310.0
F9,MSP,PHL,980.0
F9,MSP,PHX,1276.0
F9,MSP,RSW,1416.0
F9,MSY,ATL,425.0
F9,MSY,CLE,917.0
F9,MSY,CMH,806.0
F9,MSY,DEN,1062.0
F9,MSY,IND,707.0
F9,MSY,MCO,551.0
F9,MSY,PHL,1089.0
F9,MSY,RDU,779.0
F9,MYR,CLE,557.0
F9,MYR,ISP,586.0
F9,MYR,PHL,473.0
F9,OKC,DEN,495.0
F9,OKC,LAS,986.0
F9,OMA,DEN,472.0
F9,OMA,DFW,583.0
F9,OMA,LAS,1099.0
F9,OMA,MCO,1211.0
F9,ONT,DEN,819.0
F9,ONT,DFW,1188.0
F9,ONT,ELP,670.0
F9,ONT,IAH,1334.0
F9,ONT,LAS,197.0
F9,ONT,MCO,2171.0
F9,ONT,PDX,838.0
F9,ONT,PHX,325.0
F9,ONT,SEA,956.0
F9,ONT,SFO,363.0
F9,ONT,SLC,558.0
F9,ONT,SMF,390.0
F9,ORD,ATL,606.0
F9,ORD,BNA,409.0
F9,ORD,CLT,599.0
F9,ORD,DEN,888.0
F9,ORD,DFW,802.0
F9,ORD,IAH,925.0
F9,ORD,LAS,1514.0
F9,ORD,MCO,1005.0
F9,ORD,PBI,1144.0
F9,ORD,PHL,678.0
F9,ORD,PHX,1440.0
F9,ORD,PWM,900.0
F9,ORD,RDU,646.0
F9,ORD,RSW,1120.0
F9,ORD,SLC,1250.0
F9,ORD,SRQ,1050.0
F9,ORD,TPA,1012.0
F9,ORF,ATL,516.0
F9,ORF,DEN,1553.0
F9,ORF,MCO,655.0
F9,ORF,PHL,212.0
F9,ORF,SJU,1414.0
F9,PBI,CLE,1020.0
F9,PBI,CVG,892.0
F9,PBI,ISP,1052.0
F9,PBI,ORD,1144.0
F9,PBI,PHL,951.0
F9,PBI,SJU,1063.0
F9,PBI,TTN,985.0
F9,PDX,DEN,991.0
F9,PDX,DFW,1616.0
F9,PDX,LAS,763.0
F9,PDX,LAX,834.0
F9,PDX,ONT,838.0
F9,PDX,PHX,1009.0
F9,PDX,SFO,550.0
F9,PDX,SLC,630.0
F9,PHL,ATL,666.0
F9,PHL,BNA,675.0
F9,PHL,BOS,280.0
F9,PHL,BUF,279.0
F9,PHL,CHS,550.0
F9,PHL,CLE,363.0
F9,PHL,CLT,449.0
F9,PHL,CMH,406.0
F9,PHL,CVG,507.0
F9,PHL,DEN,1558.0
F9,PHL,DFW,1303.0
F9,PHL,DTW,453.0
F9,PHL,FLL,992.0
F9,PHL,IND,588.0
F9,PHL,JAX,742.0
F9,PHL,LAS,2176.0
F9,PHL,MCI,1038.0
F9,PHL,MCO,861.0
F9,PHL,MDW,668.0
F9,PHL,MIA,1013.0
F9,PHL,MKE,690.0
F9,PHL,MSP,980.0
F9,PHL,MSY,1089.0
F9,PHL,MYR,473.0
F9,PHL,ORD,678.0
F9,PHL,ORF,212.0
F9,PHL,PBI,951.0
F9,PHL,PIT,268.0
F9,PHL,PNS,935.0
F9,PHL,PWM,364.0
F9,PHL,RDU,337.0
F9,PHL,RSW,993.0
F9,PHL,SAV,629.0
F9,PHL,SJU,1576.0
F9,PHL,SRQ,957.0
F9,PHL,STL,814.0
F9,PHL,TPA,920.0
F9,PHL,TTN,36.0
F9,PHL,TYS,554.0
F9,PHX,ATL,1587.0
F9,PHX,BNA,1449.0
F9,PHX,BUR,369.0
F9,PHX,BWI,1999.0
F9,PHX,CLE,1737.0
F9,PHX,CVG,1569.0
F9,PHX,DEN,602.0
F9,PHX,DFW,868.0
F9,PHX,DTW,1671.0
F9,PHX,IAH,1009.0
F9,PHX,LAS,255.0
F9,PHX,LAX,370.0
F9,PHX,MCI,1044.0
F9,PHX,MCO,1849.0
F9,PHX,MDW,1444.0
F9,PHX,MSO,937.0
F9,PHX,MSP,1276.0
F9,PHX,ONT,325.0
F9,PHX,ORD,1440.0
F9,PHX,PDX,1009.0
F9,PHX,SAN,304.0
F9,PHX,SEA,1107.0
F9,PHX,SFO,651.0
F9,PHX,SJC,621.0
F9,PHX,SLC,507.0
F9,PHX,SNA,338.0
F9,PHX,STL,1262.0
F9,PIT,ATL,526.0
F9,PIT,DEN,1290.0
F9,PIT,DFW,1067.0
F9,PIT,MCO,834.0
F9,PIT,PHL,268.0
F9,PIT,RDU,328.0
F9,PNS,CLE,811.0
F9,PNS,CVG,608.0
F9,PNS,DEN,1179.0
F9,PNS,PHL,935.0
F9,PSE,MCO,1179.0
F9,PSP,DEN,776.0
F9,PSP,SFO,421.0
F9,PWM,CVG,810.0
F9,PWM,MCO,1214.0
F9,PWM,ORD,900.0
F9,PWM,PHL,364.0
F9,PWM,RDU,700.0
F9,PWM,TPA,1277.0
F9,RDU,ATL,356.0
F9,RDU,BDL,532.0
F9,RDU,BOS,612.0
F9,RDU,BUF,487.0
F9,RDU,CLE,416.0
F9,RDU,CVG,390.0
F9,RDU,DEN,1436.0
F9,RDU,DFW,1061.0
F9,RDU,DTW,501.0
F9,RDU,IAH,1042.0
F9,RDU,IND,489.0
F9,RDU,LGA,431.0
F9,RDU,MCO,534.0
F9,RDU,MDW,632.0
F9,RDU,MIA,700.0
F9,RDU,MKE,689.0
F9,RDU,MSY,779.0
F9,RDU,ORD,646.0
F9,RDU,PHL,337.0
F9,RDU,PIT,328.0
F9,RDU,PWM,700.0
F9,RDU,SJU,1433.0
F9,RDU,SYR,519.0
F9,RDU,TPA,587.0
F9,RDU,TTN,373.0
F9,RSW,BUF,1144.0
F9,RSW,CLE,1025.0
F9,RSW,CVG,879.0
F9,RSW,DEN,1607.0
F9,RSW,DFW,1017.0
F9,RSW,DTW,1084.0
F9,RSW,GRR,1147.0
F9,RSW,ISP,1101.0
F9,RSW,MKE,1183.0
F9,RSW,MSP,1416.0
F9,RSW,ORD,1120.0
F9,RSW,PHL,993.0
F9,RSW,SJU,1150.0
F9,RSW,SYR,1186.0
F9,RSW,TTN,1028.0
F9,SAN,ATL,1892.0
F9,SAN,DEN,853.0
F9,SAN,DFW,1171.0
F9,SAN,ELP,636.0
F9,SAN,LAS,258.0
F9,SAN,PHX,304.0
F9,SAN,SFO,447.0
F9,SAN,SJC,417.0
F9,SAN,SMF,480.0
F9,SAT,ATL,874.0
F9,SAT,DEN,794.0
F9,SAT,LAS,1069.0
F9,SAT,MCO,1041.0
F9,SAV,CLE,641.0
F9,SAV,DEN,1414.0
F9,SAV,PHL,629.0
F9,SEA,DEN,1024.0
F9,SEA,DFW,1660.0
F9,SEA,LAS,867.0
F9,SEA,LAX,954.0
F9,SEA,ONT,956.0
F9,SEA,PHX,1107.0
F9,SEA,SLC,689.0
F9,SFO,ATL,2139.0
F9,SFO,BUR,326.0
F9,SFO,DEN,967.0
F9,SFO,DFW,1464.0
F9,SFO,DTW,2079.0
F9,SFO,EGE,847.0
F9,SFO,LAS,414.0
F9,SFO,LAX,337.0
F9,SFO,MDW,1855.0
F9,SFO,ONT,363.0
F9,SFO,PDX,550.0
F9,SFO,PHX,651.0
F9,SFO,PSP,421.0
F9,SFO,SAN,447.0
F9,SFO,SLC,599.0
F9,SFO,SNA,372.0
F9,SJC,DEN,948.0
F9,SJC,LAS,386.0
F9,SJC,LAX,308.0
F9,SJC,PHX,621.0
F9,SJC,SAN,417.0
F9,SJU,ATL,1547.0
F9,SJU,BDL,1666.0
F9,SJU,BOS,1674.0
F9,SJU,BWI,1565.0
F9,SJU,CLE,1839.0
F9,SJU,CLT,1475.0
F9,SJU,DFW,2165.0
F9,SJU,EWR,1608.0
F9,SJU,FLL,1046.0
F9,SJU,JAX,1288.0
F9,SJU,JFK,1598.0
F9,SJU,MCO,1189.0
F9,SJU,MDW,2057.0
F9,SJU,MIA,1045.0
F9,SJU,ORF,1414.0
F9,SJU,PBI,1063.0
F9,SJU,PHL,1576.0
F9,SJU,RDU,1433.0
F9,SJU,RSW,1150.0
F9,SJU,STT,68.0
F9,SJU,STX,94.0
F9,SJU,TPA,1237.0
F9,SLC,ATL,1590.0
F9,SLC,CLE,1565.0
F9,SLC,DEN,391.0
F9,SLC,DFW,989.0
F9,SLC,LAS,368.0
F9,SLC,LAX,590.0
F9,SLC,ONT,558.0
F9,SLC,ORD,1250.0
F9,SLC,PDX,630.0
F9,SLC,PHX,507.0
F9,SLC,SEA,689.0
F9,SLC,SFO,599.0
F9,SMF,DEN,909.0
F9,SMF,DFW,1431.0
F9,SMF,LAS,397.0
F9,SMF,LAX,373.0
F9,SMF,ONT,390.0
F9,SMF,SAN,480.0
F9,SNA,DEN,846.0
F9,SNA,DFW,1205.0
F9,SNA,LAS,226.0
F9,SNA,PHX,338.0
F9,SNA,SFO,372.0
F9,SRQ,CLE,967.0
F9,SRQ,CVG,812.0
F9,SRQ,ORD,1050.0
F9,SRQ,PHL,957.0
F9,STL,DEN,770.0
F9,STL,DFW,550.0
F9,STL,LAS,1371.0
F9,STL,MCO,882.0
F9,STL,PHL,814.0
F9,STL,PHX,1262.0
F9,STT,SJU,68.0
F9,STX,MCO,1282.0
F9,STX,SJU,94.0
F9,SYR,ATL,794.0
F9,SYR,DEN,1492.0
F9,SYR,MCO,1053.0
F9,SYR,RDU,519.0
F9,SYR,RSW,1186.0
F9,TPA,ATL,406.0
F9,TPA,BDL,1111.0
F9,TPA,BOS,1185.0
F9,TPA,BQN,1175.0
F9,TPA,BTV,1250.0
F9,TPA,BUF,1053.0
F9,TPA,BWI,842.0
F9,TPA,CLE,927.0
F9,TPA,CVG,773.0
F9,TPA,DEN,1506.0
